[E-582] matching-i |T|=25000 nodes=5001/5001/5001 bank=33490.458 start(tightened)=33490.458 T0=2.0 cool=0.9999 tabuK=200 fill_every=20000 seed=1
  it=20000 t=0s T=0.271 cur~33464.6 tightened=33487.582 best=33490.458 acc=16 worse=12
  it=26780000 t=447s T=0.050 cur~33489.4 tightened=33490.188 best=33490.458 acc=1360 worse=653
  it=26800000 t=448s T=0.050 cur~33489.4 tightened=33490.188 best=33490.458 acc=1360 worse=653
  [reheat] T<-2.0 resume best=33490.458
  it=26820000 t=448s T=0.271 cur~33465.9 tightened=33480.915 best=33490.458 acc=1370 worse=663
  it=26840000 t=448s T=0.050 cur~33466.5 tightened=33480.915 best=33490.458 acc=1372 worse=663
  it=26860000 t=449s T=0.050 cur~33471.2 tightened=33480.831 best=33490.458 acc=1376 worse=664
  it=26880000 t=449s T=0.050 cur~33473.8 tightened=33483.432 best=33490.458 acc=1377 worse=664
  it=26900000 t=449s T=0.050 cur~33473.8 tightened=33483.432 best=33490.458 acc=1377 worse=664
  it=26920000 t=450s T=0.050 cur~33473.7 tightened=33483.469 best=33490.458 acc=1379 worse=665
  it=26940000 t=450s T=0.050 cur~33473.6 tightened=33483.469 best=33490.458 acc=1380 worse=666
  it=26960000 t=450s T=0.050 cur~33475.1 tightened=33484.935 best=33490.458 acc=1381 worse=666
  it=26980000 t=451s T=0.050 cur~33476.9 tightened=33486.764 best=33490.458 acc=1382 worse=666
  it=27000000 t=451s T=0.050 cur~33476.9 tightened=33486.764 best=33490.458 acc=1382 worse=666
  it=27020000 t=451s T=0.050 cur~33478.0 tightened=33486.764 best=33490.458 acc=1384 worse=666
  it=27040000 t=452s T=0.050 cur~33478.0 tightened=33486.764 best=33490.458 acc=1384 worse=666
  it=27060000 t=452s T=0.050 cur~33482.4 tightened=33486.764 best=33490.458 acc=1385 worse=666
  it=27080000 t=452s T=0.050 cur~33485.8 tightened=33490.151 best=33490.458 acc=1387 worse=667
  it=27100000 t=453s T=0.050 cur~33485.8 tightened=33490.151 best=33490.458 acc=1387 worse=667
  it=27120000 t=453s T=0.050 cur~33485.8 tightened=33490.188 best=33490.458 acc=1388 worse=667
  it=27140000 t=453s T=0.050 cur~33485.8 tightened=33490.188 best=33490.458 acc=1388 worse=667
  it=27160000 t=454s T=0.050 cur~33485.8 tightened=33490.188 best=33490.458 acc=1388 worse=667
  it=27180000 t=454s T=0.050 cur~33485.8 tightened=33490.188 best=33490.458 acc=1388 worse=667
  it=27200000 t=454s T=0.050 cur~33485.8 tightened=33490.188 best=33490.458 acc=1388 worse=667
  [reheat] T<-2.0 resume best=33490.458
  it=27220000 t=455s T=0.271 cur~33479.0 tightened=33488.747 best=33490.458 acc=1397 worse=675
  it=27240000 t=455s T=0.050 cur~33479.0 tightened=33488.747 best=33490.458 acc=1397 worse=675
  it=27260000 t=455s T=0.050 cur~33479.0 tightened=33488.747 best=33490.458 acc=1397 worse=675
  it=27280000 t=456s T=0.050 cur~33482.7 tightened=33486.400 best=33490.458 acc=1399 worse=675
  it=27300000 t=456s T=0.050 cur~33482.7 tightened=33486.400 best=33490.458 acc=1399 worse=675
  it=27320000 t=457s T=0.050 cur~33482.7 tightened=33486.400 best=33490.458 acc=1399 worse=675
  it=27340000 t=457s T=0.050 cur~33482.7 tightened=33486.400 best=33490.458 acc=1399 worse=675
  it=27360000 t=457s T=0.050 cur~33484.5 tightened=33488.111 best=33490.458 acc=1400 worse=675
  it=27380000 t=458s T=0.050 cur~33484.5 tightened=33488.111 best=33490.458 acc=1400 worse=675
  it=27400000 t=458s T=0.050 cur~33484.7 tightened=33488.111 best=33490.458 acc=1401 worse=675
  it=27420000 t=459s T=0.050 cur~33484.8 tightened=33488.111 best=33490.458 acc=1402 worse=675
  it=27440000 t=459s T=0.050 cur~33484.8 tightened=33488.111 best=33490.458 acc=1402 worse=675
  it=27460000 t=459s T=0.050 cur~33484.8 tightened=33488.111 best=33490.458 acc=1402 worse=675
  it=27480000 t=460s T=0.050 cur~33484.8 tightened=33488.111 best=33490.458 acc=1402 worse=675
  it=27500000 t=460s T=0.050 cur~33484.8 tightened=33488.111 best=33490.458 acc=1402 worse=675
  it=27520000 t=460s T=0.050 cur~33487.1 tightened=33490.458 best=33490.458 acc=1403 worse=675
  it=27540000 t=460s T=0.050 cur~33487.1 tightened=33490.458 best=33490.458 acc=1403 worse=675
  it=27560000 t=461s T=0.050 cur~33486.7 tightened=33490.045 best=33490.458 acc=1404 worse=676
  it=27580000 t=461s T=0.050 cur~33486.7 tightened=33490.045 best=33490.458 acc=1404 worse=676
  it=27600000 t=462s T=0.050 cur~33486.7 tightened=33490.045 best=33490.458 acc=1404 worse=676
  [reheat] T<-2.0 resume best=33490.458
  it=27620000 t=462s T=0.271 cur~33475.5 tightened=33485.674 best=33490.458 acc=1410 worse=681
  it=27640000 t=462s T=0.050 cur~33475.5 tightened=33485.674 best=33490.458 acc=1410 worse=681
  it=27660000 t=463s T=0.050 cur~33481.2 tightened=33488.747 best=33490.458 acc=1412 worse=681
  it=27680000 t=463s T=0.050 cur~33481.2 tightened=33488.747 best=33490.458 acc=1412 worse=681
  it=27700000 t=463s T=0.050 cur~33481.2 tightened=33488.747 best=33490.458 acc=1412 worse=681
  it=27720000 t=464s T=0.050 cur~33483.7 tightened=33488.747 best=33490.458 acc=1414 worse=682
  it=27740000 t=464s T=0.050 cur~33483.7 tightened=33488.747 best=33490.458 acc=1414 worse=682
  it=27760000 t=464s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27780000 t=465s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27800000 t=465s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27820000 t=465s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27840000 t=465s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27860000 t=466s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27880000 t=466s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27900000 t=466s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27920000 t=467s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27940000 t=467s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27960000 t=467s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=27980000 t=468s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  it=28000000 t=468s T=0.050 cur~33485.5 tightened=33488.747 best=33490.458 acc=1415 worse=682
  [reheat] T<-2.0 resume best=33490.458
  it=28020000 t=469s T=0.271 cur~33464.0 tightened=33485.466 best=33490.458 acc=1424 worse=690
  it=28040000 t=469s T=0.050 cur~33473.1 tightened=33487.909 best=33490.458 acc=1428 worse=690
  it=28060000 t=469s T=0.050 cur~33476.9 tightened=33489.813 best=33490.458 acc=1431 worse=690
  it=28080000 t=470s T=0.050 cur~33480.4 tightened=33489.813 best=33490.458 acc=1433 worse=690
  it=28100000 t=470s T=0.050 cur~33480.4 tightened=33489.813 best=33490.458 acc=1433 worse=690
  it=28120000 t=470s T=0.050 cur~33480.4 tightened=33489.813 best=33490.458 acc=1433 worse=690
  it=28140000 t=471s T=0.050 cur~33480.4 tightened=33489.813 best=33490.458 acc=1433 worse=690
  it=28160000 t=471s T=0.050 cur~33481.1 tightened=33490.458 best=33490.458 acc=1434 worse=690
  it=28180000 t=471s T=0.050 cur~33481.1 tightened=33490.458 best=33490.458 acc=1434 worse=690
  it=28200000 t=472s T=0.050 cur~33482.6 tightened=33490.458 best=33490.458 acc=1435 worse=690
  it=28220000 t=472s T=0.050 cur~33482.6 tightened=33490.458 best=33490.458 acc=1435 worse=690
  it=28240000 t=472s T=0.050 cur~33482.6 tightened=33490.458 best=33490.458 acc=1435 worse=690
  it=28260000 t=473s T=0.050 cur~33482.6 tightened=33490.458 best=33490.458 acc=1435 worse=690
  it=28280000 t=473s T=0.050 cur~33482.6 tightened=33490.458 best=33490.458 acc=1435 worse=690
  it=28300000 t=473s T=0.050 cur~33482.6 tightened=33490.458 best=33490.458 acc=1435 worse=690
  it=28320000 t=473s T=0.050 cur~33482.6 tightened=33490.458 best=33490.458 acc=1435 worse=690
  it=28340000 t=474s T=0.050 cur~33482.6 tightened=33490.458 best=33490.458 acc=1435 worse=690
  it=28360000 t=474s T=0.050 cur~33482.4 tightened=33490.340 best=33490.458 acc=1436 worse=691
  it=28380000 t=474s T=0.050 cur~33484.1 tightened=33490.340 best=33490.458 acc=1438 worse=692
  it=28400000 t=475s T=0.050 cur~33484.1 tightened=33490.340 best=33490.458 acc=1438 worse=692
  [reheat] T<-2.0 resume best=33490.458
  it=28420000 t=475s T=0.271 cur~33476.1 tightened=33484.332 best=33490.458 acc=1446 worse=699
  it=28440000 t=476s T=0.050 cur~33478.6 tightened=33487.456 best=33490.458 acc=1448 worse=700
  it=28460000 t=476s T=0.050 cur~33478.6 tightened=33487.456 best=33490.458 acc=1448 worse=700
  it=28480000 t=476s T=0.050 cur~33483.0 tightened=33489.805 best=33490.458 acc=1450 worse=700
  it=28500000 t=477s T=0.050 cur~33483.2 tightened=33489.805 best=33490.458 acc=1451 worse=700
  it=28520000 t=477s T=0.050 cur~33483.2 tightened=33489.805 best=33490.458 acc=1451 worse=700
  it=28540000 t=478s T=0.050 cur~33483.2 tightened=33489.805 best=33490.458 acc=1451 worse=700
  it=28560000 t=478s T=0.050 cur~33483.2 tightened=33489.805 best=33490.458 acc=1451 worse=700
  it=28580000 t=478s T=0.050 cur~33483.2 tightened=33489.805 best=33490.458 acc=1451 worse=700
  it=28600000 t=479s T=0.050 cur~33483.2 tightened=33489.805 best=33490.458 acc=1451 worse=700
  it=28620000 t=479s T=0.050 cur~33483.2 tightened=33489.805 best=33490.458 acc=1451 worse=700
  it=28640000 t=479s T=0.050 cur~33483.2 tightened=33489.805 best=33490.458 acc=1451 worse=700
  it=28660000 t=480s T=0.050 cur~33483.2 tightened=33489.805 best=33490.458 acc=1451 worse=700
  it=28680000 t=480s T=0.050 cur~33484.6 tightened=33489.805 best=33490.458 acc=1452 worse=700
  it=28700000 t=481s T=0.050 cur~33484.6 tightened=33489.805 best=33490.458 acc=1452 worse=700
  it=28720000 t=481s T=0.050 cur~33484.6 tightened=33489.805 best=33490.458 acc=1452 worse=700
  it=28740000 t=481s T=0.050 cur~33484.6 tightened=33489.805 best=33490.458 acc=1452 worse=700
  it=28760000 t=482s T=0.050 cur~33484.6 tightened=33489.805 best=33490.458 acc=1452 worse=700
  it=28780000 t=482s T=0.050 cur~33484.6 tightened=33489.805 best=33490.458 acc=1452 worse=700
  it=28800000 t=482s T=0.050 cur~33484.6 tightened=33489.805 best=33490.458 acc=1452 worse=700
  [reheat] T<-2.0 resume best=33490.458
  it=28820000 t=483s T=0.271 cur~33478.1 tightened=33485.577 best=33490.458 acc=1463 worse=707
  it=28840000 t=483s T=0.050 cur~33478.1 tightened=33485.577 best=33490.458 acc=1463 worse=707
  it=28860000 t=483s T=0.050 cur~33482.9 tightened=33485.577 best=33490.458 acc=1464 worse=707
  it=28880000 t=484s T=0.050 cur~33485.4 tightened=33488.081 best=33490.458 acc=1465 worse=707
  it=28900000 t=484s T=0.050 cur~33485.4 tightened=33488.081 best=33490.458 acc=1465 worse=707
  it=28920000 t=484s T=0.050 cur~33485.4 tightened=33488.081 best=33490.458 acc=1465 worse=707
  it=28940000 t=485s T=0.050 cur~33486.0 tightened=33488.673 best=33490.458 acc=1466 worse=707
  it=28960000 t=485s T=0.050 cur~33488.7 tightened=33488.673 best=33490.458 acc=1467 worse=707
  it=28980000 t=485s T=0.050 cur~33489.5 tightened=33489.483 best=33490.458 acc=1468 worse=707
  it=29000000 t=485s T=0.050 cur~33489.5 tightened=33489.483 best=33490.458 acc=1468 worse=707
  it=29020000 t=486s T=0.050 cur~33489.5 tightened=33489.483 best=33490.458 acc=1468 worse=707
  it=29040000 t=486s T=0.050 cur~33489.5 tightened=33489.483 best=33490.458 acc=1468 worse=707
  it=29060000 t=486s T=0.050 cur~33489.5 tightened=33489.483 best=33490.458 acc=1468 worse=707
  it=29080000 t=486s T=0.050 cur~33489.5 tightened=33489.483 best=33490.458 acc=1468 worse=707
  it=29100000 t=487s T=0.050 cur~33489.5 tightened=33489.483 best=33490.458 acc=1468 worse=707
  it=29120000 t=487s T=0.050 cur~33489.5 tightened=33489.483 best=33490.458 acc=1468 worse=707
  it=29140000 t=487s T=0.050 cur~33489.5 tightened=33489.483 best=33490.458 acc=1468 worse=707
  it=29160000 t=487s T=0.050 cur~33489.5 tightened=33489.483 best=33490.458 acc=1468 worse=707
  it=29180000 t=488s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=1469 worse=707
  it=29200000 t=488s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1470 worse=708
  [reheat] T<-2.0 resume best=33490.458
  it=29220000 t=488s T=0.271 cur~33456.9 tightened=33473.759 best=33490.458 acc=1482 worse=719
  it=29240000 t=489s T=0.050 cur~33461.4 tightened=33481.533 best=33490.458 acc=1485 worse=720
  it=29260000 t=489s T=0.050 cur~33466.8 tightened=33481.989 best=33490.458 acc=1487 worse=720
  it=29280000 t=489s T=0.050 cur~33466.9 tightened=33477.084 best=33490.458 acc=1488 worse=720
  it=29300000 t=490s T=0.050 cur~33470.8 tightened=33477.084 best=33490.458 acc=1489 worse=720
  it=29320000 t=490s T=0.050 cur~33475.9 tightened=33482.203 best=33490.458 acc=1491 worse=720
  it=29340000 t=490s T=0.050 cur~33476.7 tightened=33483.669 best=33490.458 acc=1493 worse=720
  it=29360000 t=491s T=0.050 cur~33476.4 tightened=33483.892 best=33490.458 acc=1494 worse=721
  it=29380000 t=491s T=0.050 cur~33476.4 tightened=33483.892 best=33490.458 acc=1494 worse=721
  it=29400000 t=491s T=0.050 cur~33482.6 tightened=33483.892 best=33490.458 acc=1495 worse=721
  it=29420000 t=492s T=0.050 cur~33482.6 tightened=33483.892 best=33490.458 acc=1495 worse=721
  it=29440000 t=492s T=0.050 cur~33482.6 tightened=33483.892 best=33490.458 acc=1495 worse=721
  it=29460000 t=492s T=0.050 cur~33482.6 tightened=33483.892 best=33490.458 acc=1495 worse=721
  it=29480000 t=493s T=0.050 cur~33482.6 tightened=33483.892 best=33490.458 acc=1495 worse=721
  it=29500000 t=493s T=0.050 cur~33482.6 tightened=33483.892 best=33490.458 acc=1495 worse=721
  it=29520000 t=493s T=0.050 cur~33482.8 tightened=33484.128 best=33490.458 acc=1496 worse=721
  it=29540000 t=494s T=0.050 cur~33483.3 tightened=33484.128 best=33490.458 acc=1497 worse=721
  it=29560000 t=494s T=0.050 cur~33483.3 tightened=33484.128 best=33490.458 acc=1497 worse=721
  it=29580000 t=494s T=0.050 cur~33483.3 tightened=33484.128 best=33490.458 acc=1497 worse=721
  it=29600000 t=495s T=0.050 cur~33483.3 tightened=33484.128 best=33490.458 acc=1497 worse=721
  [reheat] T<-2.0 resume best=33490.458
  it=29620000 t=495s T=0.271 cur~33489.1 tightened=33490.072 best=33490.458 acc=1500 worse=724
  it=29640000 t=495s T=0.050 cur~33489.1 tightened=33490.072 best=33490.458 acc=1500 worse=724
  it=29660000 t=496s T=0.050 cur~33489.1 tightened=33490.072 best=33490.458 acc=1500 worse=724
  it=29680000 t=496s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=1501 worse=724
  it=29700000 t=496s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=1501 worse=724
  it=29720000 t=497s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=1501 worse=724
  it=29740000 t=497s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=1501 worse=724
  it=29760000 t=497s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=1501 worse=724
  it=29780000 t=498s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=1501 worse=724
  it=29800000 t=498s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=1501 worse=724
  it=29820000 t=498s T=0.050 cur~33489.5 tightened=33490.458 best=33490.458 acc=1501 worse=724
  it=29840000 t=499s T=0.050 cur~33489.4 tightened=33490.421 best=33490.458 acc=1502 worse=725
  it=29860000 t=499s T=0.050 cur~33489.4 tightened=33490.421 best=33490.458 acc=1502 worse=725
  it=29880000 t=499s T=0.050 cur~33489.3 tightened=33490.421 best=33490.458 acc=1503 worse=726
  it=29900000 t=500s T=0.050 cur~33489.3 tightened=33490.421 best=33490.458 acc=1503 worse=726
  it=29920000 t=500s T=0.050 cur~33489.3 tightened=33490.421 best=33490.458 acc=1503 worse=726
  it=29940000 t=500s T=0.050 cur~33489.3 tightened=33490.421 best=33490.458 acc=1503 worse=726
  it=29960000 t=501s T=0.050 cur~33489.4 tightened=33490.421 best=33490.458 acc=1504 worse=726
  it=29980000 t=501s T=0.050 cur~33489.7 tightened=33490.421 best=33490.458 acc=1505 worse=726
  it=30000000 t=501s T=0.050 cur~33489.7 tightened=33490.421 best=33490.458 acc=1505 worse=726
  [reheat] T<-2.0 resume best=33490.458
  it=30020000 t=502s T=0.271 cur~33455.3 tightened=33486.995 best=33490.458 acc=1517 worse=737
  it=30040000 t=502s T=0.050 cur~33456.6 tightened=33481.609 best=33490.458 acc=1520 worse=737
  it=30060000 t=502s T=0.050 cur~33457.9 tightened=33481.609 best=33490.458 acc=1521 worse=737
  it=30080000 t=503s T=0.050 cur~33457.9 tightened=33481.609 best=33490.458 acc=1521 worse=737
  it=30100000 t=503s T=0.050 cur~33458.5 tightened=33482.097 best=33490.458 acc=1523 worse=737
  it=30120000 t=504s T=0.050 cur~33465.6 tightened=33482.097 best=33490.458 acc=1524 worse=737
  it=30140000 t=504s T=0.050 cur~33465.6 tightened=33482.097 best=33490.458 acc=1524 worse=737
  it=30160000 t=504s T=0.050 cur~33465.6 tightened=33482.097 best=33490.458 acc=1524 worse=737
  it=30180000 t=505s T=0.050 cur~33465.6 tightened=33482.097 best=33490.458 acc=1524 worse=737
  it=30200000 t=505s T=0.050 cur~33471.3 tightened=33482.097 best=33490.458 acc=1525 worse=737
  it=30220000 t=506s T=0.050 cur~33472.2 tightened=33482.945 best=33490.458 acc=1526 worse=737
  it=30240000 t=506s T=0.050 cur~33474.5 tightened=33481.377 best=33490.458 acc=1528 worse=737
  it=30260000 t=506s T=0.050 cur~33474.4 tightened=33481.259 best=33490.458 acc=1529 worse=738
  it=30280000 t=507s T=0.050 cur~33474.4 tightened=33481.259 best=33490.458 acc=1529 worse=738
  it=30300000 t=507s T=0.050 cur~33474.4 tightened=33481.259 best=33490.458 acc=1529 worse=738
  it=30320000 t=508s T=0.050 cur~33475.9 tightened=33481.463 best=33490.458 acc=1530 worse=738
  it=30340000 t=508s T=0.050 cur~33478.9 tightened=33481.463 best=33490.458 acc=1531 worse=738
  it=30360000 t=508s T=0.050 cur~33478.9 tightened=33481.463 best=33490.458 acc=1531 worse=738
  it=30380000 t=509s T=0.050 cur~33478.8 tightened=33481.463 best=33490.458 acc=1532 worse=739
  it=30400000 t=509s T=0.050 cur~33478.8 tightened=33481.426 best=33490.458 acc=1533 worse=740
  [reheat] T<-2.0 resume best=33490.458
  it=30420000 t=509s T=0.271 cur~33471.4 tightened=33483.908 best=33490.458 acc=1543 worse=747
  it=30440000 t=510s T=0.050 cur~33471.4 tightened=33483.908 best=33490.458 acc=1543 worse=747
  it=30460000 t=510s T=0.050 cur~33474.4 tightened=33486.875 best=33490.458 acc=1544 worse=747
  it=30480000 t=510s T=0.050 cur~33474.4 tightened=33486.875 best=33490.458 acc=1544 worse=747
  it=30500000 t=511s T=0.050 cur~33475.1 tightened=33486.875 best=33490.458 acc=1545 worse=747
  it=30520000 t=511s T=0.050 cur~33475.1 tightened=33486.875 best=33490.458 acc=1545 worse=747
  it=30540000 t=511s T=0.050 cur~33475.1 tightened=33486.838 best=33490.458 acc=1546 worse=748
  it=30560000 t=512s T=0.050 cur~33475.1 tightened=33486.838 best=33490.458 acc=1546 worse=748
  it=30580000 t=512s T=0.050 cur~33478.7 tightened=33486.838 best=33490.458 acc=1547 worse=748
  it=30600000 t=512s T=0.050 cur~33478.7 tightened=33486.838 best=33490.458 acc=1547 worse=748
  it=30620000 t=513s T=0.050 cur~33482.3 tightened=33490.421 best=33490.458 acc=1548 worse=748
  it=30640000 t=513s T=0.050 cur~33482.3 tightened=33490.421 best=33490.458 acc=1548 worse=748
  it=30660000 t=513s T=0.050 cur~33482.3 tightened=33490.421 best=33490.458 acc=1548 worse=748
  it=30680000 t=514s T=0.050 cur~33482.3 tightened=33490.421 best=33490.458 acc=1548 worse=748
  it=30700000 t=514s T=0.050 cur~33482.3 tightened=33490.421 best=33490.458 acc=1548 worse=748
  it=30720000 t=514s T=0.050 cur~33482.4 tightened=33490.458 best=33490.458 acc=1549 worse=748
  it=30740000 t=515s T=0.050 cur~33482.4 tightened=33490.458 best=33490.458 acc=1549 worse=748
  it=30760000 t=515s T=0.050 cur~33482.4 tightened=33490.458 best=33490.458 acc=1549 worse=748
  it=30780000 t=515s T=0.050 cur~33488.6 tightened=33490.458 best=33490.458 acc=1550 worse=748
  it=30800000 t=516s T=0.050 cur~33488.6 tightened=33490.421 best=33490.458 acc=1551 worse=749
  [reheat] T<-2.0 resume best=33490.458
  it=30820000 t=516s T=0.271 cur~33474.2 tightened=33484.475 best=33490.458 acc=1557 worse=755
  it=30840000 t=516s T=0.050 cur~33474.6 tightened=33484.475 best=33490.458 acc=1558 worse=755
  it=30860000 t=517s T=0.050 cur~33475.7 tightened=33484.475 best=33490.458 acc=1559 worse=755
  it=30880000 t=517s T=0.050 cur~33476.4 tightened=33485.120 best=33490.458 acc=1560 worse=755
  it=30900000 t=517s T=0.050 cur~33476.4 tightened=33485.120 best=33490.458 acc=1560 worse=755
  it=30920000 t=518s T=0.050 cur~33476.4 tightened=33485.120 best=33490.458 acc=1560 worse=755
  it=30940000 t=518s T=0.050 cur~33484.2 tightened=33485.120 best=33490.458 acc=1562 worse=755
  it=30960000 t=518s T=0.050 cur~33484.2 tightened=33485.120 best=33490.458 acc=1562 worse=755
  it=30980000 t=519s T=0.050 cur~33487.5 tightened=33487.469 best=33490.458 acc=1564 worse=755
  it=31000000 t=519s T=0.050 cur~33487.5 tightened=33487.469 best=33490.458 acc=1564 worse=755
  it=31020000 t=519s T=0.050 cur~33487.5 tightened=33487.469 best=33490.458 acc=1564 worse=755
  it=31040000 t=519s T=0.050 cur~33487.5 tightened=33487.469 best=33490.458 acc=1564 worse=755
  it=31060000 t=520s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=1565 worse=755
  it=31080000 t=520s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=1565 worse=755
  it=31100000 t=520s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=1565 worse=755
  it=31120000 t=520s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=1565 worse=755
  it=31140000 t=521s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=1565 worse=755
  it=31160000 t=521s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=1565 worse=755
  it=31180000 t=521s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=1565 worse=755
  it=31200000 t=521s T=0.050 cur~33490.5 tightened=33490.458 best=33490.458 acc=1565 worse=755
  [reheat] T<-2.0 resume best=33490.458
  it=31220000 t=522s T=0.271 cur~33484.8 tightened=33486.900 best=33490.458 acc=1571 worse=760
  it=31240000 t=522s T=0.050 cur~33484.8 tightened=33486.900 best=33490.458 acc=1571 worse=760
  it=31260000 t=522s T=0.050 cur~33486.4 tightened=33488.538 best=33490.458 acc=1572 worse=760
  it=31280000 t=523s T=0.050 cur~33486.4 tightened=33488.538 best=33490.458 acc=1572 worse=760
  it=31300000 t=523s T=0.050 cur~33486.4 tightened=33488.538 best=33490.458 acc=1572 worse=760
  it=31320000 t=523s T=0.050 cur~33486.4 tightened=33488.538 best=33490.458 acc=1572 worse=760
  it=31340000 t=524s T=0.050 cur~33486.4 tightened=33488.538 best=33490.458 acc=1572 worse=760
  it=31360000 t=524s T=0.050 cur~33486.5 tightened=33488.656 best=33490.458 acc=1573 worse=760
  it=31380000 t=524s T=0.050 cur~33486.5 tightened=33488.656 best=33490.458 acc=1573 worse=760
  it=31400000 t=525s T=0.050 cur~33486.5 tightened=33488.656 best=33490.458 acc=1573 worse=760
  it=31420000 t=525s T=0.050 cur~33486.5 tightened=33488.619 best=33490.458 acc=1574 worse=761
  it=31440000 t=525s T=0.050 cur~33486.6 tightened=33488.619 best=33490.458 acc=1575 worse=761
  it=31460000 t=526s T=0.050 cur~33486.6 tightened=33488.619 best=33490.458 acc=1575 worse=761
  it=31480000 t=526s T=0.050 cur~33486.6 tightened=33488.656 best=33490.458 acc=1576 worse=761
  it=31500000 t=526s T=0.050 cur~33486.5 tightened=33488.538 best=33490.458 acc=1577 worse=762
  it=31520000 t=527s T=0.050 cur~33486.5 tightened=33488.538 best=33490.458 acc=1577 worse=762
  it=31540000 t=527s T=0.050 cur~33486.6 tightened=33488.619 best=33490.458 acc=1579 worse=763
  it=31560000 t=527s T=0.050 cur~33486.3 tightened=33488.383 best=33490.458 acc=1580 worse=764
  it=31580000 t=528s T=0.050 cur~33486.3 tightened=33488.383 best=33490.458 acc=1581 worse=765
  it=31600000 t=528s T=0.050 cur~33486.3 tightened=33488.383 best=33490.458 acc=1581 worse=765
  [reheat] T<-2.0 resume best=33490.458
  it=31620000 t=528s T=0.271 cur~33486.3 tightened=33488.508 best=33490.458 acc=1586 worse=770
  it=31640000 t=529s T=0.050 cur~33488.0 tightened=33490.185 best=33490.458 acc=1587 worse=770
  it=31660000 t=529s T=0.050 cur~33488.0 tightened=33490.185 best=33490.458 acc=1587 worse=770
  it=31680000 t=529s T=0.050 cur~33488.2 tightened=33490.185 best=33490.458 acc=1588 worse=770
  it=31700000 t=530s T=0.050 cur~33488.5 tightened=33490.421 best=33490.458 acc=1589 worse=770
  it=31720000 t=530s T=0.050 cur~33490.2 tightened=33490.421 best=33490.458 acc=1590 worse=770
  it=31740000 t=530s T=0.050 cur~33490.2 tightened=33490.421 best=33490.458 acc=1590 worse=770
  it=31760000 t=531s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31780000 t=531s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31800000 t=531s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31820000 t=531s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31840000 t=532s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31860000 t=532s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31880000 t=532s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31900000 t=533s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31920000 t=533s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31940000 t=533s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31960000 t=533s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
  it=31980000 t=534s T=0.050 cur~33490.4 tightened=33490.421 best=33490.458 acc=1591 worse=770
